	dir chrom start end
Glyma18g46310 + Gm18 56090551 56094224
Glyma18g46320 + Gm18 56094872 56095496
Glyma18g46330 + Gm18 56098424 56101644
Glyma18g46340 + Gm18 56107137 56114584
Glyma18g46350 + Gm18 56119981 56122096
Glyma18g46360 - Gm18 56125289 56127411
Glyma18g46370 - Gm18 56131441 56133132
Glyma18g46380 + Gm18 56134761 56137429
Glyma18g46390 + Gm18 56140197 56144333
Glyma18g46400 - Gm18 56144599 56147995
Glyma18g46410 - Gm18 56155226 56157339
Glyma18g46420 - Gm18 56160186 56173854
Glyma18g46430 - Gm18 56177206 56178368
Glyma18g46440 - Gm18 56179521 56185462
Glyma18g46460 - Gm18 56190505 56192420
Glyma18g46470 + Gm18 56198990 56203862
Glyma18g46480 - Gm18 56206516 56208983
Glyma18g46490 + Gm18 56217435 56219796
Glyma18g46500 + Gm18 56222747 56227729
Glyma18g46510 + Gm18 56228802 56233339
Glyma18g46520 - Gm18 56235480 56246128
Glyma18g46530 + Gm18 56235798 56245606
Glyma18g46540 - Gm18 56251809 56259139
Glyma18g46550 - Gm18 56279871 56280399
Glyma18g46560 - Gm18 56291309 56291999
Glyma18g46570 - Gm18 56297505 56297789
Glyma18g46580 - Gm18 56303571 56304081
Glyma18g46590 - Gm18 56310451 56312105
Glyma18g46600 + Gm18 56313110 56316038
Glyma18g46610 - Gm18 56320668 56328000
Glyma18g46620 - Gm18 56331933 56336004
Glyma18g46630 - Gm18 56338144 56343979
Glyma18g46640 - Gm18 56349663 56349902
Glyma18g46650 - Gm18 56363674 56364216
Glyma18g46660 - Gm18 56366204 56366546
Glyma18g46670 - Gm18 56376861 56377333
Glyma18g46680 - Gm18 56388801 56389321
Glyma18g46690 + Gm18 56395624 56398930
Glyma18g46700 - Gm18 56400880 56410150
Glyma18g46710 - Gm18 56414992 56417403
Glyma18g46720 + Gm18 56423971 56429854
Glyma18g46730 - Gm18 56430762 56435006
Glyma18g46740 + Gm18 56446431 56446803
Glyma18g46750 + Gm18 56471566 56478487
Glyma18g46760 + Gm18 56492948 56499812
Glyma18g46780 - Gm18 56501526 56507305
Glyma18g46790 + Gm18 56512459 56514406
Glyma18g46800 - Gm18 56515631 56516055
Glyma18g46810 - Gm18 56516165 56519451
Glyma18g46820 - Gm18 56525224 56526906
Glyma18g46830 + Gm18 56531110 56534783
Glyma18g46840 + Gm18 56536189 56539324
Glyma18g46850 - Gm18 56539841 56541917
Glyma18g46860 - Gm18 56542877 56544117
Glyma18g46870 + Gm18 56543863 56544114
Glyma18g46880 - Gm18 56545070 56546395
Glyma18g46890 + Gm18 56545721 56546976
Glyma18g46900 + Gm18 56546982 56551093
Glyma18g46910 + Gm18 56551546 56552344
Glyma18g46920 + Gm18 56558811 56562542
Glyma18g46930 + Gm18 56575744 56584704
Glyma18g46940 - Gm18 56589214 56592077
Glyma18g46950 - Gm18 56608480 56613756
Glyma18g46960 + Gm18 56626326 56626721
Glyma18g46970 + Gm18 56629771 56632452
Glyma18g46980 - Gm18 56635913 56639194
Glyma18g46990 - Gm18 56649324 56653866
Glyma18g47000 - Gm18 56657258 56662808
Glyma18g47010 - Gm18 56668845 56670763
Glyma18g47020 - Gm18 56678133 56678914
Glyma18g47030 + Gm18 56678377 56678868
Glyma18g47040 - Gm18 56689361 56691675
Glyma18g47050 + Gm18 56698543 56711067
Glyma18g47060 - Gm18 56712622 56717749
Glyma18g47070 - Gm18 56723615 56725269
Glyma18g47080 - Gm18 56729512 56731660
Glyma18g47090 + Gm18 56734514 56740196
Glyma18g47100 - Gm18 56741338 56745060
Glyma18g47110 + Gm18 56747833 56749226
Glyma18g47120 + Gm18 56758381 56761455
Glyma18g47130 + Gm18 56828626 56832223
Glyma18g47140 - Gm18 56832366 56837757
Glyma18g47150 - Gm18 56840514 56841726
Glyma18g47160 - Gm18 56841903 56844710
Glyma18g47170 - Gm18 56851040 56854549
Glyma18g47180 - Gm18 56866525 56873322
Glyma18g47190 - Gm18 56876269 56884124
Glyma18g47200 - Gm18 56885679 56888629
Glyma18g47210 - Gm18 56892530 56893384
Glyma18g47220 + Gm18 56893440 56898941
Glyma18g47230 - Gm18 56901146 56906494
Glyma18g47240 - Gm18 56910036 56918964
Glyma18g47250 - Gm18 56926413 56930269
Glyma18g47260 + Gm18 56936698 56938747
Glyma18g47270 + Gm18 56949312 56952294
Glyma18g47280 - Gm18 56959924 56963467
Glyma18g47290 - Gm18 56981960 56983830
Glyma18g47300 + Gm18 56995547 56997166
Glyma18g47310 - Gm18 57000425 57005584
Glyma18g47320 + Gm18 57007352 57012074
Glyma18g47330 + Gm18 57012922 57016906
Glyma18g47340 + Gm18 57018278 57018801
Glyma18g47350 + Gm18 57020541 57022120
Glyma18g47360 + Gm18 57027035 57028586
Glyma18g47370 + Gm18 57036383 57038780
Glyma18g47380 + Gm18 57053145 57054793
Glyma18g47390 + Gm18 57059551 57061408
Glyma18g47400 + Gm18 57065444 57067097
Glyma18g47410 + Gm18 57070406 57078143
Glyma18g47420 - Gm18 57080766 57082506
Glyma18g47430 - Gm18 57087521 57088294
Glyma18g47440 - Gm18 57094737 57095208
Glyma18g47450 + Gm18 57099316 57101526
Glyma18g47460 + Gm18 57106918 57107767
Glyma18g47470 + Gm18 57108730 57109815
Glyma18g47480 + Gm18 57112058 57113882
Glyma18g47490 + Gm18 57120786 57127388
Glyma18g47500 - Gm18 57128250 57134544
Glyma18g47510 - Gm18 57139975 57140913
Glyma18g47520 - Gm18 57154334 57155377
Glyma18g47530 - Gm18 57156192 57156699
Glyma18g47540 + Gm18 57166556 57168599
Glyma18g47550 + Gm18 57169819 57171837
Glyma18g47560 + Gm18 57175550 57181835
Glyma18g47570 - Gm18 57183695 57186468
Glyma18g47580 - Gm18 57187381 57190402
Glyma18g47590 - Gm18 57191664 57202563
Glyma18g47600 + Gm18 57203777 57209595
Glyma18g47610 - Gm18 57209743 57212674
Glyma18g47620 + Gm18 57216535 57219664
Glyma18g47630 + Gm18 57229056 57233052
Glyma18g47640 + Gm18 57240941 57245185
Glyma18g47650 - Gm18 57250108 57251496
Glyma18g47660 - Gm18 57255980 57264736
Glyma18g47670 + Gm18 57270833 57278742
Glyma18g47690 + Gm18 57279805 57281794
Glyma18g47700 + Gm18 57285640 57287785
Glyma18g47710 - Gm18 57288823 57290348
Glyma18g47720 + Gm18 57296731 57300326
Glyma18g47730 + Gm18 57305442 57306285
Glyma18g47740 - Gm18 57313719 57317367
Glyma18g47750 - Gm18 57323129 57325367
Glyma18g47760 - Gm18 57327016 57329602
Glyma18g47770 - Gm18 57330858 57335429
Glyma18g47780 + Gm18 57349763 57354521
Glyma18g47790 + Gm18 57355747 57360201
Glyma18g47800 - Gm18 57375645 57376626
Glyma18g47810 + Gm18 57376203 57379751
Glyma18g47820 - Gm18 57382841 57388861
Glyma18g47830 + Gm18 57399860 57403580
Glyma18g47840 - Gm18 57404176 57410892
Glyma18g47850 + Gm18 57416124 57418690
Glyma18g47860 + Gm18 57421077 57427301
Glyma18g47870 - Gm18 57428420 57430520
Glyma18g47880 - Gm18 57431814 57436841
Glyma18g47890 + Gm18 57438884 57443972
Glyma18g47900 + Gm18 57445819 57446555
Glyma18g47910 - Gm18 57447619 57453060
Glyma18g47920 + Gm18 57458185 57462920
Glyma18g47930 - Gm18 57464943 57471418
Glyma18g47940 + Gm18 57474507 57475313
Glyma18g47950 - Gm18 57478599 57480638
Glyma18g47960 + Gm18 57481416 57486019
Glyma18g47970 + Gm18 57493204 57499723
Glyma18g47980 - Gm18 57506014 57510537
Glyma18g47990 + Gm18 57516176 57521067
Glyma18g48000 - Gm18 57521519 57527115
Glyma18g48010 + Gm18 57528212 57534212
Glyma18g48020 - Gm18 57536288 57550972
Glyma18g48030 + Gm18 57563774 57564743
Glyma18g48040 - Gm18 57568809 57569345
Glyma18g48050 - Gm18 57570192 57575362
Glyma18g48060 - Gm18 57577881 57579271
Glyma18g48070 + Gm18 57581604 57584053
Glyma18g48080 + Gm18 57593594 57599652
Glyma18g48090 + Gm18 57608246 57609151
Glyma18g48100 - Gm18 57618435 57619516
Glyma18g48110 + Gm18 57623264 57625515
Glyma18g48120 + Gm18 57632977 57633673
Glyma18g48130 + Gm18 57636303 57636755
Glyma18g48140 - Gm18 57637766 57638098
Glyma18g48150 - Gm18 57641819 57643067
Glyma18g48160 + Gm18 57651324 57653621
Glyma18g48170 + Gm18 57660240 57663051
Glyma18g48180 - Gm18 57669562 57672883
Glyma18g48190 + Gm18 57678969 57681871
Glyma18g48200 + Gm18 57682962 57687433
Glyma18g48210 + Gm18 57692591 57697282
Glyma18g48220 - Gm18 57699251 57702630
Glyma18g48230 - Gm18 57703783 57705915
Glyma18g48240 - Gm18 57709144 57711330
Glyma18g48250 - Gm18 57713116 57714695
Glyma18g48260 - Gm18 57726886 57728275
Glyma18g48270 + Gm18 57726928 57728013
Glyma18g48280 - Gm18 57733163 57739839
Glyma18g48290 - Gm18 57742729 57745235
Glyma18g48300 - Gm18 57747812 57748788
Glyma18g48310 + Gm18 57752756 57753542
Glyma18g48320 + Gm18 57757580 57758087
Glyma18g48330 - Gm18 57767579 57769241
Glyma18g48340 - Gm18 57777996 57779337
Glyma18g48350 - Gm18 57781870 57786498
Glyma18g48360 - Gm18 57790220 57794803
Glyma18g48370 - Gm18 57796450 57804324
Glyma18g48380 - Gm18 57809195 57814002
Glyma18g48400 + Gm18 57822140 57826823
Glyma18g48410 + Gm18 57827700 57828591
Glyma18g48420 - Gm18 57836895 57837967
Glyma18g48430 + Gm18 57841867 57843824
Glyma18g48440 + Gm18 57844880 57847634
Glyma18g48450 + Gm18 57848401 57850162
Glyma18g48460 + Gm18 57870036 57870165
Glyma18g48470 - Gm18 57873600 57879086
Glyma18g48480 + Gm18 57894613 57898222
Glyma18g48490 + Gm18 57905106 57914800
Glyma18g48500 + Gm18 57920064 57920922
Glyma18g48520 - Gm18 57930426 57936196
Glyma18g48530 + Gm18 57941889 57952012
Glyma18g48540 - Gm18 57953074 57954247
Glyma18g48550 + Gm18 57955220 57956293
Glyma18g48560 + Gm18 57961656 57965245
Glyma18g48570 + Gm18 57970021 57970514
Glyma18g48580 - Gm18 57971450 57975455
Glyma18g48590 + Gm18 57994961 57998410
Glyma18g48600 - Gm18 58012319 58015033
Glyma18g48610 + Gm18 58017789 58021480
Glyma18g48620 - Gm18 58024935 58028636
Glyma18g48630 + Gm18 58042438 58043566
Glyma18g48640 + Gm18 58067665 58068750
Glyma18g48650 + Gm18 58089700 58090730
Glyma18g48660 - Gm18 58093921 58094514
Glyma18g48670 - Gm18 58101575 58105326
Glyma18g48680 - Gm18 58125154 58132050
Glyma18g48690 - Gm18 58144523 58145614
Glyma18g48700 - Gm18 58148226 58154584
Glyma18g48710 + Gm18 58155529 58162825
Glyma18g48720 + Gm18 58167323 58167658
Glyma18g48730 + Gm18 58176828 58177740
Glyma18g48740 + Gm18 58181838 58183134
Glyma18g48750 - Gm18 58189164 58192278
Glyma18g48760 + Gm18 58194407 58199300
Glyma18g48770 + Gm18 58203761 58203982
Glyma18g48780 + Gm18 58208056 58210150
Glyma18g48790 + Gm18 58210482 58210830
Glyma18g48800 - Gm18 58212422 58216162
Glyma18g48810 + Gm18 58221670 58222880
Glyma18g48820 + Gm18 58226323 58237047
Glyma18g48830 + Gm18 58238552 58240233
Glyma18g48840 - Gm18 58243070 58255843
Glyma18g48860 + Gm18 58266390 58271244
Glyma18g48870 - Gm18 58273300 58276287
Glyma18g48880 - Gm18 58282391 58286638
Glyma18g48890 + Gm18 58303715 58309215
Glyma18g48900 - Gm18 58320616 58323365
Glyma18g48910 + Gm18 58325662 58327439
Glyma18g48920 + Gm18 58334640 58336091
Glyma18g48930 - Gm18 58338030 58340532
Glyma18g48940 - Gm18 58343446 58346767
Glyma18g48950 - Gm18 58354142 58356906
Glyma18g48960 - Gm18 58362572 58365055
Glyma18g48970 - Gm18 58370591 58373109
Glyma18g48980 + Gm18 58376807 58381413
Glyma18g48990 - Gm18 58386430 58390039
Glyma18g49000 + Gm18 58405180 58428382
Glyma18g49010 - Gm18 58415017 58415491
Glyma18g49020 - Gm18 58431682 58432726
Glyma18g49030 - Gm18 58435825 58436293
Glyma18g49040 - Gm18 58438451 58439432
Glyma18g49050 - Gm18 58443910 58444672
Glyma18g49060 + Gm18 58451448 58455659
Glyma18g49070 - Gm18 58458501 58463154
Glyma18g49080 - Gm18 58469774 58472233
Glyma18g49090 + Gm18 58477620 58480213
Glyma18g49100 + Gm18 58484478 58487267
Glyma18g49110 - Gm18 58493992 58498226
Glyma18g49120 + Gm18 58502650 58503407
Glyma18g49130 + Gm18 58507922 58515355
Glyma18g49140 + Gm18 58523898 58526841
Glyma18g49150 - Gm18 58559881 58560676
Glyma18g49160 - Gm18 58586573 58586737
Glyma18g49170 - Gm18 58588199 58588408
Glyma18g49180 + Gm18 58592840 58593019
Glyma18g49190 + Gm18 58593974 58595077
Glyma18g49200 + Gm18 58597539 58599084
Glyma18g49210 + Gm18 58611554 58616321
Glyma18g49220 + Gm18 58618057 58620392
Glyma18g49230 - Gm18 58623120 58626081
Glyma18g49240 + Gm18 58630678 58632627
Glyma18g49250 - Gm18 58637276 58638324
Glyma18g49260 + Gm18 58643836 58644201
Glyma18g49270 - Gm18 58644426 58645787
Glyma18g49280 + Gm18 58647113 58648500
Glyma18g49290 - Gm18 58650292 58652931
Glyma18g49300 + Gm18 58668563 58669587
Glyma18g49310 - Gm18 58672740 58677718
Glyma18g49320 - Gm18 58688771 58690999
Glyma18g49330 - Gm18 58699149 58699466
Glyma18g49340 - Gm18 58709940 58712468
Glyma18g49350 - Gm18 58714335 58717692
Glyma18g49360 + Gm18 58733926 58735863
Glyma18g49370 + Gm18 58748407 58748697
Glyma18g49380 + Gm18 58750375 58750638
Glyma18g49390 - Gm18 58767471 58768720
Glyma18g49400 + Gm18 58790551 58792370
Glyma18g49410 - Gm18 58816436 58821548
Glyma18g49420 + Gm18 58843956 58845617
Glyma18g49430 + Gm18 58847602 58851441
Glyma18g49440 - Gm18 58850133 58853985
Glyma18g49450 - Gm18 58855630 58857039
Glyma18g49460 + Gm18 58864449 58868236
Glyma18g49470 + Gm18 58881512 58887424
Glyma18g49480 + Gm18 58893259 58895744
Glyma18g49490 - Gm18 58896534 58902108
Glyma18g49500 - Gm18 58904019 58906940
Glyma18g49510 - Gm18 58910706 58911761
Glyma18g49520 + Gm18 58917046 58920315
Glyma18g49530 + Gm18 58926994 58928268
Glyma18g49540 + Gm18 58932635 58933699
Glyma18g49550 + Gm18 58933952 58935384
Glyma18g49560 - Gm18 58936286 58938430
Glyma18g49570 - Gm18 58947210 58948884
Glyma18g49580 - Gm18 58958719 58964767
Glyma18g49590 + Gm18 58966201 58966568
Glyma18g49600 + Gm18 58973387 58978191
Glyma18g49610 - Gm18 58985872 58987428
Glyma18g49620 + Gm18 58993938 58995385
Glyma18g49630 + Gm18 59011779 59014302
Glyma18g49640 + Gm18 59017856 59019263
Glyma18g49650 + Gm18 59019424 59019849
Glyma18g49660 + Gm18 59028707 59033488
Glyma18g49670 - Gm18 59036003 59037542
Glyma18g49680 - Gm18 59047700 59053221
Glyma18g49690 - Gm18 59060487 59062141
Glyma18g49700 + Gm18 59068486 59072138
Glyma18g49710 + Gm18 59072960 59074378
Glyma18g49720 + Gm18 59075417 59076467
Glyma18g49730 - Gm18 59077531 59078751
Glyma18g49740 + Gm18 59082833 59086383
Glyma18g49750 + Gm18 59089366 59099069
Glyma18g49760 + Gm18 59104594 59105726
Glyma18g49770 - Gm18 59107558 59116989
Glyma18g49780 - Gm18 59120210 59120527
Glyma18g49790 + Gm18 59120324 59121087
Glyma18g49800 + Gm18 59122620 59123167
Glyma18g49810 + Gm18 59125065 59133040
Glyma18g49820 - Gm18 59138720 59144401
Glyma18g49830 - Gm18 59146858 59153215
Glyma18g49840 + Gm18 59161399 59164008
Glyma18g49850 + Gm18 59165988 59167687
Glyma18g49860 + Gm18 59168306 59168878
Glyma18g49870 - Gm18 59169157 59171058
Glyma18g49880 + Gm18 59175797 59177417
Glyma18g49890 - Gm18 59179276 59184477
Glyma18g49900 + Gm18 59207575 59209947
Glyma18g49910 + Gm18 59216224 59219462
Glyma18g49920 + Gm18 59221478 59226083
Glyma18g49930 - Gm18 59226667 59231764
Glyma18g49940 - Gm18 59234404 59235711
Glyma18g49950 - Gm18 59236987 59240610
Glyma18g49960 - Gm18 59245736 59250927
Glyma18g49970 + Gm18 59255660 59256347
Glyma18g49980 - Gm18 59258565 59260631
Glyma18g49990 - Gm18 59262556 59265675
Glyma18g50000 - Gm18 59266950 59269722
Glyma18g50010 + Gm18 59276194 59279987
Glyma18g50020 + Gm18 59282531 59286456
Glyma18g50030 + Gm18 59289256 59290808
Glyma18g50040 - Gm18 59291413 59293955
Glyma18g50050 + Gm18 59296034 59296702
Glyma18g50060 - Gm18 59298112 59300688
Glyma18g50070 - Gm18 59304230 59304754
Glyma18g50080 - Gm18 59307832 59310410
Glyma18g50090 - Gm18 59312316 59314547
Glyma18g50100 - Gm18 59316918 59318603
Glyma18g50110 - Gm18 59325448 59328239
Glyma18g50120 - Gm18 59337673 59338677
Glyma18g50130 - Gm18 59345048 59345317
Glyma18g50140 + Gm18 59348439 59357648
Glyma18g50150 - Gm18 59360169 59363253
Glyma18g50160 - Gm18 59368052 59370799
Glyma18g50170 - Gm18 59377260 59384035
Glyma18g50180 - Gm18 59398030 59400192
Glyma18g50190 - Gm18 59402691 59403101
Glyma18g50200 - Gm18 59405382 59408166
Glyma18g50210 + Gm18 59413117 59413242
Glyma18g50220 + Gm18 59423930 59426099
Glyma18g50230 + Gm18 59431418 59432103
Glyma18g50240 - Gm18 59433751 59437967
Glyma18g50250 - Gm18 59442961 59448242
Glyma18g50260 - Gm18 59451551 59453672
Glyma18g50270 - Gm18 59458321 59462256
Glyma18g50280 - Gm18 59464284 59466005
Glyma18g50290 - Gm18 59471368 59472835
Glyma18g50300 - Gm18 59477640 59485199
Glyma18g50310 - Gm18 59487135 59488661
Glyma18g50320 + Gm18 59492594 59494184
Glyma18g50330 + Gm18 59498053 59499410
Glyma18g50340 - Gm18 59498910 59501322
Glyma18g50350 + Gm18 59507232 59508922
Glyma18g50360 + Gm18 59511482 59512834
Glyma18g50370 + Gm18 59520469 59521739
Glyma18g50380 + Gm18 59526500 59527935
Glyma18g50390 - Gm18 59531758 59537145
Glyma18g50400 + Gm18 59537509 59537815
Glyma18g50410 - Gm18 59550782 59553765
Glyma18g50420 + Gm18 59567864 59572042
Glyma18g50430 - Gm18 59574314 59579216
Glyma18g50440 - Gm18 59582545 59586849
Glyma18g50450 - Gm18 59588294 59589084
Glyma18g50460 + Gm18 59593780 59597818
Glyma18g50470 + Gm18 59601194 59602679
Glyma18g50480 - Gm18 59604378 59605644
Glyma18g50490 + Gm18 59607763 59609960
Glyma18g50500 - Gm18 59612884 59613659
Glyma18g50510 - Gm18 59616274 59618883
Glyma18g50520 + Gm18 59629671 59630986
Glyma18g50530 - Gm18 59634490 59636241
Glyma18g50540 - Gm18 59639109 59641811
Glyma18g50550 - Gm18 59642823 59643140
Glyma18g50560 - Gm18 59650318 59650574
Glyma18g50570 - Gm18 59673596 59674189
Glyma18g50580 + Gm18 59676486 59677615
Glyma18g50590 - Gm18 59679661 59680987
Glyma18g50600 + Gm18 59680733 59681025
Glyma18g50610 - Gm18 59683805 59686658
Glyma18g50620 + Gm18 59691589 59691776
Glyma18g50630 + Gm18 59697224 59700219
Glyma18g50650 + Gm18 59714925 59717836
Glyma18g50660 + Gm18 59723375 59726161
Glyma18g50670 + Gm18 59732057 59734930
Glyma18g50680 + Gm18 59742924 59745488
Glyma18g50690 + Gm18 59748278 59749457
Glyma18g50700 + Gm18 59752202 59753224
Glyma18g50710 + Gm18 59756628 59757638
Glyma18g50720 - Gm18 59759300 59760551
Glyma18g50730 + Gm18 59767326 59767941
Glyma18g50740 - Gm18 59768476 59772878
Glyma18g50750 + Gm18 59774595 59778492
Glyma18g50760 + Gm18 59784148 59787803
Glyma18g50770 - Gm18 59787146 59790540
Glyma18g50780 - Gm18 59797064 59799148
Glyma18g50790 - Gm18 59805330 59809030
Glyma18g50800 - Gm18 59832144 59833106
Glyma18g50810 - Gm18 59835532 59838419
Glyma18g50820 - Gm18 59845065 59846163
Glyma18g50830 - Gm18 59851642 59852614
Glyma18g50840 - Gm18 59856352 59862631
Glyma18g50850 - Gm18 59868147 59868793
Glyma18g50860 - Gm18 59870460 59871846
Glyma18g50870 - Gm18 59875522 59879498
Glyma18g50880 + Gm18 59885377 59887051
Glyma18g50890 + Gm18 59889843 59890677
Glyma18g50900 + Gm18 59900433 59906401
Glyma18g50910 + Gm18 59918841 59927027
Glyma18g50920 - Gm18 59927979 59932611
Glyma18g50930 + Gm18 59933895 59935896
Glyma18g50940 + Gm18 59939116 59942350
Glyma18g50950 - Gm18 59944104 59950320
Glyma18g50960 + Gm18 59953480 59962345
Glyma18g50970 + Gm18 59963818 59964926
Glyma18g50980 - Gm18 59966739 59968221
Glyma18g50990 - Gm18 59972141 59974298
Glyma18g51000 - Gm18 59978687 59980722
Glyma18g51010 + Gm18 59984170 59984278
Glyma18g51020 - Gm18 59988000 59989917
Glyma18g51030 - Gm18 59994201 59995085
Glyma18g51040 + Gm18 59999303 60001464
Glyma18g51050 + Gm18 60007131 60012925
Glyma18g51060 + Gm18 60016568 60033775
Glyma18g51070 + Gm18 60036776 60039630
Glyma18g51080 + Gm18 60045162 60049260
Glyma18g51090 - Gm18 60050811 60056496
Glyma18g51100 + Gm18 60066018 60070394
Glyma18g51110 - Gm18 60070721 60075752
Glyma18g51120 - Gm18 60079718 60081801
Glyma18g51130 - Gm18 60089967 60091865
Glyma18g51140 + Gm18 60099566 60103993
Glyma18g51150 - Gm18 60109561 60110444
Glyma18g51160 + Gm18 60114163 60125228
Glyma18g51170 - Gm18 60127493 60134050
Glyma18g51180 - Gm18 60137365 60138423
Glyma18g51190 + Gm18 60142600 60146211
Glyma18g51200 - Gm18 60147356 60149528
Glyma18g51210 + Gm18 60151463 60153001
Glyma18g51220 - Gm18 60153711 60155873
Glyma18g51230 + Gm18 60165798 60170930
Glyma18g51240 - Gm18 60172931 60175411
Glyma18g51250 + Gm18 60194257 60195193
Glyma18g51260 + Gm18 60199171 60200631
Glyma18g51270 - Gm18 60204447 60205159
Glyma18g51280 - Gm18 60212594 60213133
Glyma18g51290 + Gm18 60224267 60224913
Glyma18g51300 - Gm18 60231393 60231680
Glyma18g51310 - Gm18 60237811 60241190
Glyma18g51320 - Gm18 60245451 60247802
Glyma18g51330 - Gm18 60261493 60265193
Glyma18g51340 + Gm18 60279183 60279413
Glyma18g51350 - Gm18 60280504 60282790
Glyma18g51360 + Gm18 60283967 60284774
Glyma18g51370 - Gm18 60286409 60286871
Glyma18g51380 - Gm18 60291948 60293027
Glyma18g51390 - Gm18 60293176 60293444
Glyma18g51400 - Gm18 60300210 60302983
Glyma18g51410 - Gm18 60304469 60307888
Glyma18g51420 + Gm18 60312758 60314205
Glyma18g51430 + Gm18 60315156 60315892
Glyma18g51440 + Gm18 60318451 60322414
Glyma18g51450 + Gm18 60323459 60332959
Glyma18g51460 + Gm18 60335107 60341676
Glyma18g51470 - Gm18 60346020 60346593
Glyma18g51480 + Gm18 60355024 60360022
Glyma18g51490 + Gm18 60366321 60368412
Glyma18g51500 + Gm18 60375413 60376023
Glyma18g51510 - Gm18 60382219 60382969
Glyma18g51520 + Gm18 60382435 60388017
Glyma18g51530 + Gm18 60397214 60398560
Glyma18g51540 + Gm18 60399129 60401921
Glyma18g51550 + Gm18 60404562 60406968
Glyma18g51560 - Gm18 60409701 60416598
Glyma18g51570 - Gm18 60422082 60428060
Glyma18g51580 - Gm18 60441190 60442038
Glyma18g51590 - Gm18 60462416 60463701
Glyma18g51600 + Gm18 60468113 60469987
Glyma18g51610 + Gm18 60474180 60474936
Glyma18g51620 + Gm18 60481534 60482465
Glyma18g51630 + Gm18 60485359 60485659
Glyma18g51640 + Gm18 60487174 60488970
Glyma18g51650 + Gm18 60489451 60490505
Glyma18g51660 - Gm18 60490731 60492714
Glyma18g51670 + Gm18 60494019 60496740
Glyma18g51680 - Gm18 60499163 60502826
Glyma18g51690 - Gm18 60510494 60512895
Glyma18g51700 - Gm18 60515725 60518519
Glyma18g51710 - Gm18 60519643 60520377
Glyma18g51720 - Gm18 60523260 60524883
Glyma18g51730 - Gm18 60526544 60528763
Glyma18g51740 - Gm18 60530157 60530873
Glyma18g51750 - Gm18 60543560 60546045
Glyma18g51760 - Gm18 60547451 60548161
Glyma18g51770 - Gm18 60549277 60551625
Glyma18g51780 - Gm18 60556363 60557558
Glyma18g51790 + Gm18 60556519 60560323
Glyma18g51800 - Gm18 60563912 60564219
Glyma18g51810 + Gm18 60564260 60572865
Glyma18g51820 + Gm18 60576727 60578751
Glyma18g51830 - Gm18 60581373 60584702
Glyma18g51840 - Gm18 60593782 60600023
Glyma18g51850 + Gm18 60602020 60602814
Glyma18g51860 + Gm18 60608872 60609268
Glyma18g51870 - Gm18 60616974 60617993
Glyma18g51880 + Gm18 60632478 60634170
Glyma18g51890 - Gm18 60640101 60652245
Glyma18g51900 + Gm18 60657106 60674117
Glyma18g51920 + Gm18 60676160 60684445
Glyma18g51930 - Gm18 60684908 60687774
Glyma18g51950 - Gm18 60693835 60696246
Glyma18g51960 - Gm18 60704402 60706216
Glyma18g51970 - Gm18 60708863 60713035
Glyma18g51980 - Gm18 60720284 60723693
Glyma18g51990 - Gm18 60725690 60727835
Glyma18g52000 + Gm18 60733090 60735016
Glyma18g52010 + Gm18 60738912 60740796
Glyma18g52020 + Gm18 60743010 60749917
Glyma18g52030 + Gm18 60752358 60758564
Glyma18g52040 + Gm18 60760820 60765945
Glyma18g52050 + Gm18 60776342 60779555
Glyma18g52060 - Gm18 60780690 60784687
Glyma18g52070 + Gm18 60787747 60794906
Glyma18g52080 + Gm18 60801415 60804024
Glyma18g52090 + Gm18 60813541 60815383
Glyma18g52110 + Gm18 60827949 60832042
Glyma18g52120 + Gm18 60840597 60843444
Glyma18g52130 + Gm18 60845627 60850151
Glyma18g52140 - Gm18 60851747 60851922
Glyma18g52150 - Gm18 60853776 60855081
Glyma18g52160 + Gm18 60857911 60861421
Glyma18g52170 - Gm18 60861761 60863079
Glyma18g52180 + Gm18 60868477 60868887
Glyma18g52190 - Gm18 60871948 60872966
Glyma18g52200 + Gm18 60876555 60877281
Glyma18g52210 - Gm18 60878081 60880277
Glyma18g52220 + Gm18 60888220 60890051
Glyma18g52230 + Gm18 60891375 60891489
Glyma18g52240 - Gm18 60901873 60903131
Glyma18g52250 - Gm18 60909653 60910895
Glyma18g52260 + Gm18 60913058 60915867
Glyma18g52270 - Gm18 60916494 60924437
Glyma18g52280 - Gm18 60927237 60930475
Glyma18g52290 + Gm18 60935472 60945003
Glyma18g52300 + Gm18 60955178 60960303
Glyma18g52310 + Gm18 60963483 60965500
Glyma18g52320 + Gm18 60966898 60967460
Glyma18g52330 + Gm18 60967958 60968725
Glyma18g52340 - Gm18 60969639 60973259
Glyma18g52350 + Gm18 60979227 60988176
Glyma18g52360 + Gm18 60989768 60991401
Glyma18g52370 + Gm18 60995103 60996700
Glyma18g52380 + Gm18 61003037 61004222
Glyma18g52390 + Gm18 61005117 61008492
Glyma18g52400 - Gm18 61008704 61011863
Glyma18g52410 - Gm18 61022750 61023789
Glyma18g52420 + Gm18 61035395 61037285
Glyma18g52430 - Gm18 61038931 61045998
Glyma18g52440 - Gm18 61048198 61050932
Glyma18g52450 - Gm18 61052857 61057770
Glyma18g52460 - Gm18 61062853 61063033
Glyma18g52470 + Gm18 61065907 61071752
Glyma18g52480 + Gm18 61075335 61082052
